State,District,Block,Village,Observation_Well,Latitude,Longitude,Date,Month,Season,Rainfall_mm,Temperature_C,Humidity_pct,Solar_Radiation,Wind_Speed,Previous_Groundwater_Level,Groundwater_Level,Rainfall_Lag1,Level_Change,Is_Monsoon
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2020-11-01,11,Post-Monsoon,51.07,30.55,50.89,15.16,5.9,14.07,14.7,49.06,0.629999999999999,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2020-12-01,12,Winter,58.76,24.45,57.61,22.73,4.23,14.7,15.43,51.07,0.7300000000000004,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-01-01,1,Winter,11.25,25.6,71.41,19.45,4.27,15.43,15.42,58.76,-0.009999999999999787,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-02-01,2,Winter,6.39,31.08,70.48,15.08,6.31,15.42,15.32,11.25,-0.09999999999999964,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-03-01,3,Summer,8.31,28.9,61.31,20.62,4.67,15.32,15.32,6.39,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-04-01,4,Summer,8.13,38.7,51.21,14.26,3.75,15.32,15.24,8.31,-0.08000000000000007,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-05-01,5,Summer,7.46,37.56,68.02,14.55,3.96,15.24,15.28,8.13,0.03999999999999915,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-06-01,6,Monsoon,26.56,35.68,65.1,15.56,6.32,15.28,15.44,7.46,0.16000000000000014,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-07-01,7,Monsoon,29.38,30.84,81.09,20.27,1.5,15.44,15.68,26.56,0.2400000000000002,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-08-01,8,Monsoon,35.95,30.06,66.72,23.03,6.04,15.68,16.06,29.38,0.379999999999999,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-09-01,9,Monsoon,33.73,32.98,52.5,15.83,5.98,16.06,16.37,35.95,0.3100000000000023,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-10-01,10,Post-Monsoon,43.17,32.89,50.67,21.31,5.75,16.37,16.96,33.73,0.5899999999999999,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-11-01,11,Post-Monsoon,55.15,31.19,89.0,22.18,3.37,16.96,17.56,43.17,0.5999999999999979,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2021-12-01,12,Winter,44.89,23.35,71.19,14.43,3.32,17.56,18.11,55.15,0.5500000000000007,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-01-01,1,Winter,10.05,25.27,88.35,14.53,2.4,18.11,18.09,44.89,-0.019999999999999574,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-02-01,2,Winter,8.41,31.64,55.29,18.03,5.11,18.09,18.03,10.05,-0.05999999999999872,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-03-01,3,Summer,11.63,28.29,91.01,23.99,2.51,18.03,18.05,8.41,0.019999999999999574,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-04-01,4,Summer,5.46,36.68,78.21,16.32,1.74,18.05,17.96,11.63,-0.08999999999999986,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-05-01,5,Summer,5.36,34.27,60.95,23.5,4.41,17.96,17.83,5.46,-0.13000000000000256,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-06-01,6,Monsoon,30.77,39.32,63.42,18.83,4.37,17.83,18.14,5.36,0.3100000000000023,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-07-01,7,Monsoon,35.73,30.4,56.67,20.06,3.95,18.14,18.61,30.77,0.46999999999999886,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-08-01,8,Monsoon,30.33,30.09,59.63,22.27,1.88,18.61,18.95,35.73,0.33999999999999986,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-09-01,9,Monsoon,37.16,30.89,74.46,18.93,3.99,18.95,19.26,30.33,0.3100000000000023,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-10-01,10,Post-Monsoon,68.41,29.15,59.25,15.41,3.13,19.26,20.23,37.16,0.9699999999999989,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-11-01,11,Post-Monsoon,40.62,29.37,95.0,14.06,2.58,20.23,20.78,68.41,0.5500000000000007,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2022-12-01,12,Winter,62.64,22.73,70.9,22.69,4.72,20.78,21.63,40.62,0.8499999999999979,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-01-01,1,Winter,3.58,25.14,68.47,17.49,4.44,21.63,21.57,62.64,-0.05999999999999872,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-02-01,2,Winter,11.99,31.49,71.36,20.14,3.62,21.57,21.57,3.58,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-03-01,3,Summer,5.42,27.17,73.11,20.26,1.92,21.57,21.43,11.99,-0.14000000000000057,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-04-01,4,Summer,4.69,34.71,63.02,16.97,4.39,21.43,21.34,5.42,-0.08999999999999986,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-05-01,5,Summer,6.91,38.02,77.66,15.75,5.41,21.34,21.26,4.69,-0.0799999999999983,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-06-01,6,Monsoon,34.93,36.37,56.76,20.67,1.9,21.26,21.56,6.91,0.29999999999999716,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-07-01,7,Monsoon,24.89,27.89,83.95,14.76,6.1,21.56,21.69,34.93,0.13000000000000256,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-08-01,8,Monsoon,33.7,29.89,71.08,21.41,3.14,21.69,22.05,24.89,0.35999999999999943,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-09-01,9,Monsoon,38.66,32.73,63.24,16.32,2.99,22.05,22.49,33.7,0.4399999999999977,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-10-01,10,Post-Monsoon,49.43,29.25,68.17,20.21,5.31,22.49,23.04,38.66,0.5500000000000007,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-11-01,11,Post-Monsoon,64.43,27.19,94.43,14.53,2.78,23.04,23.82,49.43,0.7800000000000011,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2023-12-01,12,Winter,65.78,26.58,77.46,19.0,4.23,23.82,24.59,64.43,0.7699999999999996,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-01-01,1,Winter,7.38,24.58,65.85,23.09,2.59,24.59,24.55,65.78,-0.03999999999999915,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-02-01,2,Winter,10.42,27.67,66.19,21.95,2.41,24.55,24.5,7.38,-0.05000000000000071,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-03-01,3,Summer,8.12,28.16,88.75,20.34,3.64,24.5,24.39,10.42,-0.10999999999999943,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-04-01,4,Summer,7.19,36.54,61.52,14.62,6.11,24.39,24.41,8.12,0.019999999999999574,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-05-01,5,Summer,7.28,38.62,66.72,16.41,5.3,24.41,24.36,7.19,-0.05000000000000071,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-06-01,6,Monsoon,37.7,39.26,47.14,20.49,5.13,24.36,24.76,7.28,0.40000000000000213,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-07-01,7,Monsoon,30.15,30.89,62.95,17.14,3.44,24.76,25.0,37.7,0.23999999999999844,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-08-01,8,Monsoon,25.18,29.99,75.04,18.94,4.44,25.0,25.0,30.15,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-09-01,9,Monsoon,33.81,32.27,66.2,14.43,6.35,25.0,25.0,25.18,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-10-01,10,Post-Monsoon,50.08,27.88,71.54,15.43,2.34,25.0,25.0,33.81,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-11-01,11,Post-Monsoon,67.06,30.24,75.52,21.92,5.91,25.0,25.0,50.08,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2024-12-01,12,Winter,53.17,26.75,71.41,21.23,1.85,25.0,25.0,67.06,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-01-01,1,Winter,8.87,26.53,79.52,14.12,3.16,25.0,25.0,53.17,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-02-01,2,Winter,7.22,31.9,43.27,16.06,4.14,25.0,25.0,8.87,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-03-01,3,Summer,3.21,30.07,66.9,14.31,2.03,25.0,24.89,7.22,-0.10999999999999943,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-04-01,4,Summer,7.91,33.2,55.86,19.73,5.69,24.89,24.81,3.21,-0.08000000000000185,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-05-01,5,Summer,3.31,37.15,62.48,22.55,6.03,24.81,24.64,7.91,-0.16999999999999815,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-06-01,6,Monsoon,37.19,38.21,65.94,20.33,4.89,24.64,24.99,3.31,0.34999999999999787,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-07-01,7,Monsoon,34.6,28.97,74.83,14.17,4.99,24.99,25.0,37.19,0.010000000000001563,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-08-01,8,Monsoon,35.3,32.96,61.93,20.88,1.67,25.0,25.0,34.6,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-09-01,9,Monsoon,28.55,29.68,51.6,18.31,3.39,25.0,25.0,35.3,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-10-01,10,Post-Monsoon,64.39,28.78,54.12,16.14,4.83,25.0,25.0,28.55,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-11-01,11,Post-Monsoon,67.03,27.1,65.84,20.21,1.96,25.0,25.0,64.39,0.0,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 2,Tiruchirappalli Village 2-2,OW-1028,10.9629,78.58401,2025-12-01,12,Winter,46.82,23.27,79.1,19.04,5.56,25.0,25.0,67.03,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-01-01,1,Winter,6.27,26.86,45.78,16.3,4.56,6.31,6.25,27.32455439814815,-0.05999999999999961,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-02-01,2,Winter,2.08,31.98,69.7,21.04,4.81,6.25,6.21,6.27,-0.040000000000000036,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-03-01,3,Summer,5.62,32.61,59.94,15.57,3.75,6.21,6.18,2.08,-0.03000000000000025,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-04-01,4,Summer,8.82,39.77,73.55,17.63,1.81,6.18,6.08,5.62,-0.09999999999999964,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-05-01,5,Summer,2.38,39.67,70.46,16.0,1.7,6.08,5.97,8.82,-0.11000000000000032,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-06-01,6,Monsoon,31.21,35.32,67.04,23.58,5.61,5.97,6.25,2.38,0.28000000000000025,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-07-01,7,Monsoon,26.61,31.41,58.54,23.25,2.33,6.25,6.55,31.21,0.2999999999999998,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-08-01,8,Monsoon,25.01,31.77,84.58,20.22,3.07,6.55,6.84,26.61,0.29000000000000004,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-09-01,9,Monsoon,24.64,28.0,45.75,16.59,5.88,6.84,7.06,25.01,0.21999999999999975,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-10-01,10,Post-Monsoon,61.88,27.21,61.44,17.65,3.9,7.06,7.9,24.64,0.8400000000000007,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-11-01,11,Post-Monsoon,43.61,32.22,69.3,14.83,4.72,7.9,8.31,61.88,0.41000000000000014,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2018-12-01,12,Winter,69.35,24.36,63.58,15.63,2.51,8.31,9.12,43.61,0.8099999999999987,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-01-01,1,Winter,11.12,25.04,74.27,20.62,5.64,9.12,9.1,69.35,-0.019999999999999574,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-02-01,2,Winter,7.34,28.42,75.29,21.44,3.87,9.1,9.1,11.12,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-03-01,3,Summer,10.02,31.18,49.99,23.04,2.0,9.1,9.07,7.34,-0.02999999999999936,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-04-01,4,Summer,9.91,35.48,73.75,23.54,5.75,9.07,9.11,10.02,0.03999999999999915,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-05-01,5,Summer,2.08,35.08,72.0,23.67,1.85,9.11,9.0,9.91,-0.10999999999999943,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-06-01,6,Monsoon,32.77,33.65,61.07,17.77,3.09,9.0,9.33,2.08,0.33000000000000007,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-07-01,7,Monsoon,34.58,31.22,68.21,20.79,5.95,9.33,9.71,32.77,0.3800000000000008,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-08-01,8,Monsoon,38.3,32.19,61.28,18.38,3.41,9.71,10.05,34.58,0.33999999999999986,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-09-01,9,Monsoon,35.44,32.57,70.61,15.16,2.96,10.05,10.34,38.3,0.28999999999999915,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-10-01,10,Post-Monsoon,49.58,27.56,80.23,21.08,5.17,10.34,10.97,35.44,0.6300000000000008,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-11-01,11,Post-Monsoon,48.93,29.81,75.17,22.03,4.81,10.97,11.59,49.58,0.6199999999999992,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2019-12-01,12,Winter,55.49,24.22,59.74,17.39,5.74,11.59,12.28,48.93,0.6899999999999995,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-01-01,1,Winter,10.33,22.53,68.5,19.23,2.58,12.28,12.24,55.49,-0.03999999999999915,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-02-01,2,Winter,2.85,30.44,95.0,19.71,6.07,12.24,12.13,10.33,-0.10999999999999943,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-03-01,3,Summer,3.37,30.44,65.17,14.85,3.85,12.13,11.94,2.85,-0.19000000000000128,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-04-01,4,Summer,9.2,33.54,58.94,16.24,4.87,11.94,11.85,3.37,-0.08999999999999986,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-05-01,5,Summer,2.33,38.69,84.62,23.58,5.24,11.85,11.66,9.2,-0.1899999999999995,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-06-01,6,Monsoon,29.66,36.88,91.31,20.15,3.11,11.66,11.95,2.33,0.28999999999999915,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-07-01,7,Monsoon,27.79,27.86,81.65,23.16,3.79,11.95,12.18,29.66,0.23000000000000043,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-08-01,8,Monsoon,25.65,32.43,56.23,19.69,5.4,12.18,12.36,27.79,0.17999999999999972,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-09-01,9,Monsoon,28.1,30.18,66.68,17.01,5.81,12.36,12.54,25.65,0.17999999999999972,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-10-01,10,Post-Monsoon,62.41,28.39,65.66,17.34,1.68,12.54,13.26,28.1,0.7200000000000006,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-11-01,11,Post-Monsoon,65.49,30.8,57.5,21.53,5.13,13.26,14.01,62.41,0.75,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2020-12-01,12,Winter,61.92,26.14,62.39,21.46,4.65,14.01,14.81,65.49,0.8000000000000007,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-01-01,1,Winter,11.02,25.25,55.86,16.91,4.22,14.81,14.87,61.92,0.05999999999999872,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-02-01,2,Winter,4.21,30.16,62.77,15.7,5.5,14.87,14.78,11.02,-0.08999999999999986,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-03-01,3,Summer,7.74,27.88,54.44,22.08,5.35,14.78,14.81,4.21,0.030000000000001137,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-04-01,4,Summer,8.16,34.7,44.39,23.88,6.26,14.81,14.77,7.74,-0.040000000000000924,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-05-01,5,Summer,8.99,38.61,76.58,23.59,4.48,14.77,14.72,8.16,-0.049999999999998934,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-06-01,6,Monsoon,37.59,37.69,77.81,21.33,2.67,14.72,15.16,8.99,0.4399999999999995,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-07-01,7,Monsoon,26.36,30.03,66.0,20.11,5.43,15.16,15.44,37.59,0.27999999999999936,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-08-01,8,Monsoon,37.3,30.69,64.91,20.97,2.97,15.44,15.84,26.36,0.40000000000000036,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-09-01,9,Monsoon,34.14,30.53,65.14,23.72,5.66,15.84,16.25,37.3,0.41000000000000014,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-10-01,10,Post-Monsoon,52.82,28.43,65.38,14.04,2.44,16.25,16.99,34.14,0.7399999999999984,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-11-01,11,Post-Monsoon,61.6,29.55,77.95,22.32,6.38,16.99,17.74,52.82,0.75,1
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2021-12-01,12,Winter,53.85,23.53,55.73,16.22,2.56,17.74,18.41,61.6,0.6700000000000017,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2022-01-01,1,Winter,11.92,22.0,58.55,21.17,3.26,18.41,18.45,53.85,0.03999999999999915,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2022-02-01,2,Winter,3.49,29.43,58.73,15.03,4.17,18.45,18.43,11.92,-0.019999999999999574,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2022-03-01,3,Summer,9.91,30.4,57.94,17.81,1.99,18.43,18.43,3.49,0.0,0
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Block 3,Tiruchirappalli Village 3-1,OW-1029,10.836,78.72441,2022-04-01,4,Summer,7.15,36.28,84.41,21.41,5.66,18.43,18.33,9.91,-0.10000000000000142,0
